ent_192905	rel_0448	ent_014146
ent_123752	rel_0492	ent_093199
ent_096096	rel_0492	ent_042169
ent_078503	rel_0492	ent_177598
ent_219684	rel_0492	ent_036462
ent_193933	rel_0492	ent_192392
ent_245038	rel_0492	ent_137442
ent_131510	rel_0492	ent_085939
ent_162702	rel_0492	ent_064679
ent_025533	rel_0492	ent_032339
ent_094645	rel_0492	ent_172515
ent_160421	rel_0492	ent_175257
ent_169474	rel_0492	ent_153991
ent_104984	rel_0492	ent_153991
ent_186285	rel_0492	ent_078847
ent_162088	rel_0492	ent_052559
ent_046787	rel_0492	ent_210037
ent_083168	rel_0492	ent_149225
ent_085686	rel_0459	ent_072112
ent_178266	rel_0110	ent_096493
ent_160421	rel_0492	ent_007321
ent_020138	rel_0492	ent_200477
ent_028410	rel_0448	ent_031171
ent_183769	rel_0448	ent_001683
ent_001492	rel_0492	ent_137442
ent_189607	rel_0492	ent_067009
ent_159400	rel_0492	ent_056395
ent_105871	rel_0492	ent_232814
ent_160526	rel_0492	ent_165634
ent_046388	rel_0492	ent_158768
ent_171347	rel_0492	ent_062599
ent_053649	rel_0492	ent_205642
ent_186221	rel_0492	ent_162511
ent_160421	rel_0492	ent_248173
ent_201166	rel_0492	ent_017104
ent_186221	rel_0492	ent_074766
ent_232694	rel_0492	ent_138914
ent_175669	rel_0492	ent_144275
ent_034306	rel_0492	ent_176853
ent_161383	rel_0492	ent_122412
ent_148111	rel_0492	ent_138914
ent_090619	rel_0492	ent_032339
ent_071523	rel_0492	ent_177521
ent_104883	rel_0492	ent_032339
ent_239011	rel_0492	ent_188711
ent_038409	rel_0492	ent_247872
ent_228558	rel_0492	ent_241447
ent_083168	rel_0492	ent_190051
ent_169847	rel_0110	ent_103956
ent_133474	rel_0492	ent_017104
ent_020522	rel_0492	ent_029921
ent_169068	rel_0492	ent_036462
ent_077727	rel_0492	ent_246406
ent_020522	rel_0492	ent_062363
ent_131553	rel_0448	ent_074484
ent_190013	rel_0492	ent_087876
ent_219844	rel_0492	ent_107477
ent_099347	rel_0492	ent_172515
ent_216072	rel_0448	ent_014875
ent_160421	rel_0492	ent_232891
ent_157300	rel_0039	ent_058055
ent_109362	rel_0492	ent_112747
ent_149007	rel_0342	ent_046181
ent_160421	rel_0492	ent_035968
ent_183769	rel_0448	ent_023817
ent_200042	rel_0492	ent_085939
ent_236159	rel_0448	ent_162910
ent_072028	rel_0448	ent_185703
ent_087327	rel_0492	ent_085939
ent_189607	rel_0492	ent_023427
ent_235806	rel_0492	ent_116819
ent_116673	rel_0492	ent_116819
ent_200760	rel_0448	ent_172962
ent_083168	rel_0492	ent_126083
ent_088618	rel_0448	ent_017429
ent_058749	rel_0492	ent_027495
ent_206472	rel_0492	ent_003694
ent_195389	rel_0492	ent_085939
ent_158583	rel_0492	ent_128099
ent_186778	rel_0492	ent_200311
ent_035095	rel_0492	ent_232814
ent_056956	rel_0492	ent_182377
ent_071523	rel_0492	ent_143801
ent_138319	rel_0492	ent_233449
ent_006940	rel_0448	ent_014498
ent_196298	rel_0492	ent_124171
ent_178885	rel_0492	ent_155790
ent_071523	rel_0492	ent_061805
ent_226351	rel_0448	ent_156964
ent_141199	rel_0492	ent_233449
ent_160421	rel_0492	ent_034033
ent_155744	rel_0492	ent_088303
ent_071942	rel_0492	ent_100207
ent_029238	rel_0492	ent_093199
ent_034594	rel_0492	ent_188711
ent_145567	rel_0492	ent_072074
ent_080855	rel_0492	ent_104019
ent_071523	rel_0492	ent_095556
ent_160421	rel_0492	ent_249698
ent_189607	rel_0492	ent_239622
ent_183769	rel_0448	ent_212364
ent_020522	rel_0492	ent_199475
ent_081253	rel_0448	ent_205058
ent_142072	rel_0448	ent_089544
ent_218416	rel_0448	ent_086418
ent_122967	rel_0492	ent_153991
ent_230726	rel_0492	ent_137442
ent_110897	rel_0492	ent_232814
ent_160421	rel_0492	ent_175302
ent_071523	rel_0492	ent_247006
ent_160421	rel_0492	ent_019655
ent_021033	rel_0492	ent_068813
ent_063902	rel_0492	ent_119109
ent_053649	rel_0492	ent_013170
ent_042977	rel_0492	ent_172515
ent_186221	rel_0492	ent_224192
ent_160421	rel_0492	ent_230941
ent_156108	rel_0492	ent_133620
ent_093502	rel_0492	ent_155790
ent_160421	rel_0492	ent_052408
ent_145758	rel_0492	ent_172515
ent_063902	rel_0492	ent_247872
ent_189607	rel_0492	ent_172857
ent_083168	rel_0492	ent_205725
ent_009274	rel_0039	ent_113673
ent_189607	rel_0492	ent_150944
ent_173317	rel_0492	ent_032339
ent_068824	rel_0492	ent_036462
ent_198280	rel_0459	ent_045274
ent_234919	rel_0492	ent_138914
ent_210526	rel_0492	ent_153991
ent_046062	rel_0492	ent_107477
ent_157429	rel_0492	ent_042507
ent_243467	rel_0492	ent_116819
ent_041734	rel_0448	ent_196893
ent_059535	rel_0492	ent_104633
ent_086694	rel_0492	ent_027495
ent_158212	rel_0492	ent_032339
ent_141576	rel_0039	ent_027113
ent_086494	rel_0492	ent_155790
ent_229545	rel_0492	ent_155790
ent_189607	rel_0492	ent_139803
ent_183769	rel_0448	ent_225043
ent_028462	rel_0492	ent_100009
ent_083168	rel_0492	ent_029479
ent_129938	rel_0492	ent_233449
ent_114461	rel_0492	ent_172515
ent_147562	rel_0492	ent_172515
ent_160421	rel_0492	ent_111833
ent_183769	rel_0448	ent_089848
ent_095208	rel_0492	ent_097865
ent_114676	rel_0492	ent_062906
ent_095852	rel_0492	ent_122432
ent_204473	rel_0448	ent_218022
ent_071523	rel_0492	ent_117586
ent_071523	rel_0492	ent_023708
ent_036471	rel_0448	ent_108834
ent_055219	rel_0492	ent_085939
ent_036126	rel_0448	ent_007846
ent_190013	rel_0492	ent_202265
ent_025267	rel_0492	ent_169817
ent_168141	rel_0492	ent_138914
ent_183769	rel_0448	ent_219150
ent_083168	rel_0492	ent_175443
ent_247254	rel_0492	ent_116819
ent_043178	rel_0492	ent_180759
ent_158078	rel_0448	ent_023401
ent_157501	rel_0492	ent_165634
ent_247860	rel_0492	ent_172515
ent_081168	rel_0492	ent_155790
ent_230730	rel_0492	ent_183667
ent_118261	rel_0448	ent_067162
ent_229782	rel_0448	ent_161113
ent_107559	rel_0492	ent_215011
ent_227366	rel_0492	ent_233449
ent_021033	rel_0492	ent_219514
ent_071523	rel_0492	ent_217726
ent_186221	rel_0492	ent_046680
ent_183769	rel_0448	ent_144095
ent_004422	rel_0492	ent_126580
ent_072932	rel_0492	ent_032339
ent_074421	rel_0110	ent_092393
ent_183769	rel_0448	ent_080242
ent_046388	rel_0492	ent_057513
ent_023876	rel_0492	ent_138914
ent_213462	rel_0492	ent_119109
ent_194183	rel_0492	ent_032005
ent_199605	rel_0492	ent_176853
ent_022212	rel_0492	ent_233449
ent_092647	rel_0448	ent_105682
ent_213849	rel_0448	ent_135169
ent_160607	rel_0492	ent_247872
ent_162258	rel_0492	ent_153991
ent_062958	rel_0492	ent_032339
ent_159942	rel_0492	ent_200311
ent_153101	rel_0492	ent_172515
ent_210557	rel_0492	ent_085939
ent_239728	rel_0492	ent_100207
ent_216224	rel_0448	ent_062922
ent_147978	rel_0492	ent_100009
ent_190472	rel_0492	ent_153991
ent_200717	rel_0492	ent_172515
ent_046388	rel_0492	ent_118072
ent_074421	rel_0110	ent_150996
ent_172859	rel_0492	ent_232814
ent_020607	rel_0492	ent_037600
ent_234241	rel_0492	ent_172515
ent_189607	rel_0492	ent_006831
ent_025267	rel_0492	ent_108609
ent_077315	rel_0448	ent_042153
ent_245349	rel_0448	ent_171112
ent_147086	rel_0492	ent_172515
ent_240367	rel_0492	ent_099472
ent_235336	rel_0492	ent_017104
ent_044432	rel_0342	ent_207452
ent_071523	rel_0492	ent_056595
ent_189607	rel_0492	ent_048143
ent_167496	rel_0492	ent_003694
ent_160421	rel_0492	ent_042507
ent_101920	rel_0492	ent_153991
ent_071942	rel_0492	ent_064679
ent_185118	rel_0448	ent_147983
ent_167473	rel_0492	ent_072074
ent_042054	rel_0492	ent_012490
ent_160421	rel_0492	ent_234410
ent_122650	rel_0492	ent_116819
ent_183769	rel_0448	ent_202130
ent_160421	rel_0492	ent_148295
ent_227172	rel_0492	ent_183667
ent_084437	rel_0492	ent_042507
ent_093005	rel_0492	ent_030205
ent_000577	rel_0492	ent_128099
ent_160977	rel_0492	ent_100009
ent_030069	rel_0492	ent_037600
ent_046666	rel_0492	ent_104019
ent_196283	rel_0492	ent_133620
ent_076065	rel_0492	ent_229252
ent_071523	rel_0492	ent_143852
ent_160421	rel_0492	ent_123417
ent_075044	rel_0492	ent_064679
ent_189607	rel_0492	ent_166016
ent_183769	rel_0448	ent_001996
ent_049568	rel_0492	ent_229252
ent_053649	rel_0492	ent_149435
ent_071523	rel_0492	ent_126074
ent_004422	rel_0492	ent_225876
ent_197900	rel_0492	ent_122432
ent_050656	rel_0492	ent_172515
ent_020522	rel_0492	ent_013744
ent_060827	rel_0459	ent_225907
